root_full,root_type,entry_num,root_display,semantic_axes,axes_count,poetry_evidence,body_text,chapter_header
صنن,مضاعف,2123,صن,يدل علي اباء وصعر من كبر,2,تَطَلى وهى سيِّئةُ المعَرَّى … بِصِنِّ الوَبْرِ تحسِبُه مَلَابا (٢),"الصاد والنون أصلان: أحدهما يدلُّ على إباء وصَعَرٍ من كِبر.
من ذلك الرّجُل المُصِنُّ، قالوا: هو الرَّافعُ رأسَه لا يلتفت إلى أحد. وقالوا: هو السَّاكت. وقالوا: هو الممتلئ غيظاً. قال الراجز (١)
:
أَإبلِى تأخذُها مُصِنَّا
أى أتأخُذ إبلى لا يمنعُك زَجْرُ زاجر ولا تلتفت إلى أحد.
والأصل الآخر يدلُّ على خُبْث رائحة. من ذلك الصِّنُّ، و* هو بول الوَبْرِ، فى قول جرير:
تَطَلى وهى سيِّئةُ المعَرَّى … بِصِنِّ الوَبْرِ تحسِبُه مَلَابا (٢)
ثم اشتق منه [الصُّنَان]
: ذَفَر الإبط. فأمّا قولُهم إنَّ أحدَ أيّام العَجُوز يقال له الصِّنُّ فهذا شئٌ ما رأيت أحداً يَضبِطه ولا يعلم حقيقتَه، فلذلك لم أذكره.
",كتاب الصَّاد
صهه,مضاعف,2124,صه,,1,,"الصاد والهاء كلمة تقال عند الإسكات، وهى صه (٣)
، ولا قياسَ لها.
",كتاب الصَّاد
صىى,مضاعف,2125,صى,,1,,"الصاد والياء كلمة واحدة مُطابَقة، وهى كلُّ شئٍ يُتَحَصَّن به.
من ذلك تسميتُهم الحصونَ صياصِىَ، ثمّ شُبِّه بذلك ما يُحارِب ويتَحصَّن به الدِّيك [وسُمِّى] صيصِيَة، وكذلك قَرن الثور يسمَّى بذلك؛ لأنه يَتحصَّن ويُحارِب به.
",كتاب الصَّاد
صأأ,مضاعف,2126,صأ,,1,,"الصاد والهمزة كلمة واحدة. يقال صأصأ الجَرْوُ، إذا حرَّك عينَيه ليفتحَهما. و
فى حديث بعض التابعين (١)
: «فقَّحْنا وصأصأتم»
. ويقال صأصأت النَّخْلة، إذا لم تقبل اللَّقاح.
",كتاب الصَّاد
صبب,مضاعف,2127,صب,اراقة الشي، واليه ترجع فروع الباب كله,1,فأوردتُها ماءً كأنَّ جِمامَه … من الأَجْنِ حِنّاءٌ مَعاً وصَبيبُ | لَقَومٌ تَصَابَبْتُ المعيشة بعدَهم … أحبُّ إلىَّ من عِفاءٍ تَغَيَّرَا (٢),"الصاد والباء أصلٌ واحدٌ، وهو إِراقة الشئ، وإليه ترجع فروعُ البابِ كلِّه.
من ذلك صَببت الماءَ أصبُّه صَبًّا. ويُحمَل على ذلك فيقال لِمَا انحدَرَ من الأرض صَبَبٌ، وجمعه أصبابٌ، كأنّه شئٌ منصبٌّ فى انحداره. و
فى الحديث:
«أنَّه كان ﵌ إذا مشى فكأنَّما يمشى فى صَبَب»
. وقال الراجز (٢)
:
بل بَلَدٍ ذى صُعُدٍ وأصبابْ
والصُّبَّة: القِطعةُ من الخيل، كأنَّها تنصبُّ فى الإغارَةِ انصباباً، والقِطعةُ من الغَنَم أيضاً صُبَّة، لذلك المعنى. ويقال للحيَّات الأساودِ: الصُّبُّ، وذلك أنَّها إذا أرادت النكْنَ انصبَّتْ على الملدوغ انصباباً. فأما الصَّبيب فيقال إنّه ماءٌ ورق السِّمسِم، ويقال بل هو عُصارة الحِنّاء. وقال الشَّاعر (٣)
، وهو يدلُّ على صحّة القول الأوّل:
فأوردتُها ماءً كأنَّ جِمامَه … من الأَجْنِ حِنّاءٌ مَعاً وصَبيبُ
وقال قومٌ: الصَّبيب: الدَّم الخالص، والعُصفُر المُخْلَص. والصُّبَابة: البقيَّة من الماء فى الإناء. والصَّبَابة مِنْ صَبّ إليه. ورجلٌ صَبٌّ، إذا غَلبَه الهوى، وهو من انصباب القَلْب. ويقال تصبَّبَ الحرُّ: اشتدَّ، كأَنّه شئ صُبَّ على الأرض صبًّا. وتصبصب (١) الشَّئ: ذَهَب ومُحِقَ، كأنّه صُبَّ صبًّا.
ويقال تصابَبْتُ الإناء، إذا شربتَ صُبَابَتَه. وكذلك تصابَبتُ الشّئ، إذا نِلتَه قليلاً. قال الشًّماخ:
لَقَومٌ تَصَابَبْتُ المعيشة بعدَهم … أحبُّ إلىَّ من عِفاءٍ تَغَيَّرَا (٢)
",كتاب الصَّاد
صتت,مضاعف,2128,صت,نزاع وخصومة وافتراق,1,,"الصاد والتاء أصلٌ يدلُّ على نِزاعٍ وخصومةٍ وافتراق، يقال للجَلَبَة الصَّتيت. وما زلتُ أُصَاتُّ فلاناً، أى أخاصمِهُ. والصَّتُّ، فيما يقال:
الصَّدْم. والصَّتِيت: الفِرْقَة. ويقولون إنَّ الصَّت الصَّدُّ.
",كتاب الصَّاد
صحح,مضاعف,2129,صح,البراءة من المرض والعيب,1,,"الصاد والحاء أصل يدلُّ على البَراءة من المرض والعَيب، وعلى الاستواء. من ذلك الصِّحَّة: ذَهاب السُّقْم، والبراءةُ من كلِّ عَيب.
والصَّحِيح والصَّحَاح بمعنًى. والمُصِحُّ: الذى أهلُه وإبلُه صِحَاحٌ وأصِحَّاء.
قال رسول اللّه ﵌
: «لا يُورِدَنَّ ذو عاهةٍ على مُصِحّ»
.
أى الذى إبلُه صِحاحٌ. والصَّحْصح والصَّحصَحانُ والصَّحصَاحُ: المكان المستوِى.
",كتاب الصَّاد
صخخ,مضاعف,2130,صخ,صوت من الاصوات,1,,"الصاد والخاء أصلٌ يدلُّ على صوتٍ من الأصوات. من ذلك الصَّاخَّة يقال إنَّها الصَّيحةُ تُصِمُّ الآاذن. ويقال ضَرَبْت الصخرةَ بحجرٍ فسمعتُ لها
حتى إذا ما يومها تصبصبا.
صَخًّا (١)
. ويقال صَخَّ الغُرَابُ بمنقارِهِ فى دَبَرة البَعير، إذا طَعَن.
",كتاب الصَّاد
صدد,مضاعف,2131,صد,يوول الي اعراض وعدول,1,,"الصاد والدال معظمُ بابِه يَؤُول إلى إعراضٍ وعُدول. ويجئ بعد ذلك كلماتٌ تَشِذّ. فالصَّدُّ: الإعراض: يقال صَدَّ يصُدُّ، وهو مَيلٌ إلى أحد الجانبين. ثم تقول: صدَدْتُ فلاناً عن الأمر، إذا عَدَلْتَه عنه. والصُّدَّانِ: جانِبا الوادى، الواحد صَدٌّ، وهو القياس، لأنَّ الجانبَ مائلٌ لا محالة. ويقولون: إنّ الصَّدَدَ ما استَقْبَلَ (٢)
. يقال: هذه الدّارُ على صَدَدِ هذه. ويقولون: الصَّدد:
القُرب. والصُّدَّاد (٣)
: الطَّريق إلى الماء. والصُّدُّ: الجبَل. وهذه الكلماتُ التى ذكرتُها فليست عندى أصلاً؛ لبُعدها عن القياس، وإنْ صحَّتْ فهى محمولةٌ * على الأصل.
ومما هو صحيحٌ وليس من هذا الباب، قولهم: صَدَّ يَصِدُّ، وذلك إذا ضَجَّ.
وقرأ قومٌ (٤)
: ﴿إِذا قَوْمُكَ مِنْهُ يَصِدُّونَ﴾، قالوا: يَضِجُّون. والصَّديد: الدّمُ المختلِط بالقَيح، يقال منه أصَدَّ الجُرْح.
",كتاب الصَّاد
صرر,مضاعف,2132,صر,,,فأَلحَقَنا بالهادياتِ ودونه … جَوَاحِرُها فى صَرَّةٍ لم تَزَيَّلِ (٢) | إنَّ الفرزدقَ لن يُزايل لؤمَه … حتى يَزُول عن الطريق صِرَارُ (٣) | لو أنَّها عَرَضَتْ لأشمَط راهبٍ … عَبَد الإِله صرورةٍ متعبِّدِ (١),"الصاد والراء أصولٌ: الأول قولهم صَرَّ الدَّرَاهمَ يصُرُّها صَرًّا، وتلك الخِرقة صُرَّة. والذى تعرفه العربُ الصِّرَار، وهى خِرقةٌ تُشدُّ على أَطْباء النّاقة لئلا يَرضَعَها فَصِيلُها. يقال صَرَّها صَرًّا. ومن الباب: الإصرار: العَزْم على الشئ.
وإنما جعلْناه من قياسِه لأن العَزْم على الشئ والإجماعَ عليه واحد وكذلك الإصرار:
فالثَّبَات على الشئ.
ومن الباب: هذه يمين صِرِّى (١) أى جدّ، إنا ثابتٌ عليها مُجمِع.
ومن الباب: الصَّرَّة، يقال للجماعة صَرَّةٌ. قال امرؤُ القَيس:
فأَلحَقَنا بالهادياتِ ودونه … جَوَاحِرُها فى صَرَّةٍ لم تَزَيَّلِ (٢)
ومن الباب: حافرٌ مصرورٌ، أى منقبضٌ. ومنه الصُّرْصُور، وهو القَطيع الضَّخْم من الإبل.
وأما الثانى، وهو من السُّمُو والارتفاع، فقولهم: صَرَّ الحمارُ أُذُنَه، إذا أقامها.
وأَصَرَّ إذا لم تذكر الأُذُن، وإن ذكرتَ الأُذُن قلت أصَرَّ بأذنه. وأظنُّه نادراً.
والأصل فى هذا الصِّرَار، وهى أماكنُ مرتفعةٌ لا يكاَد الماء يعلوها. فأما صِرَارٌ فهو اسمُ علَمٍ، وهو جَبَلٌ. قال:
إنَّ الفرزدقَ لن يُزايل لؤمَه … حتى يَزُول عن الطريق صِرَارُ (٣)
وأما الثالث: فالبرد والحَرُّ، وهو الصِّرُّ. يقال أصاب النَّبتَ صِرٌّ، إذا أصابَه بردٌ يُضرُّ به. والصِّرُّ: صِرُّ الرّيح الباردة. وربما جعلوا فى هذا الموضع الحَرَّ. قال قوم: الصَّارَّةُ شدة الحرِّ حرِّ الشمس. يقال قطع الحِمار صارَّتَه، إِذا شرِب شُرْباً
كَسَر عطشَه. والصَّارَّة: العَطَش، وجمعها صَوَارُّ. والصَّرِيرة: العطش، والجمع صرائر. قال:
وانصاعت الحُقْبُ لم يُقْصَعْ صَرائرُها (١)
وذكر أبو عبيدٍ: الصارّة العطش، والجمع صرائر. وهو غلط، والوجه ما ذكرنا.
وأما الرَّابع، فالصَّوت. من ذلك الصَّرَّة: شِدَّة الصِّياح. صَرَّ الجُنْدَب صرِيراً، وصَرْصَرَ الأخْطبُ صَرصرة. والصَّرَارِىُّ: الملاَّح، ويمكن أن يكون لرفعِهِ صوتَه.
ومما شذَّ عن هذه الأصول كلمتان، ولعلَّ لهما قياساً قد خَفِىَ علينا مكانُه فالأولى: الصّارَّة، وهى الحاجة. يقال لى قِبَلَ فلانٍ صَارَّةٌ، وجمعها صوَارُّ، أى حاجة. والكلمة الأخرى الصَّرورة، وهو الذى لم يحجُجْ، والذى لم يتزوَّج.
ويقال: الصَّرُورة: الذى يَدَعُ النكاح متبتِّلا. وجاء
فى الحديث: «لا صَرُورة فى الإسلام»
.
قال أبو بكر محمّد بن الحسن بن دُريد (٢)
: «الأصل فى الصَّرورة أنَّ الرجلَ فى الجاهلية كان إٍذا أحدَثَ حدَثاً فلجأ إلى الكعبة لم يُهَجْ، فكان إذا لقِيَه ولىُّ الدَّمِ بالحرَم قيل له: هو صرورة فلا تَهِجْه. فكثُر ذلك فى كلامهم حتَّى جعلوا المتعبِّد الذى يجتِنب النِّساءَ وطِيبَ الطعام صَرورةً، وصروريًّا. وذلك عَنَى النابغةُ بقوله:
وقد نشحن فلا رى ولا هيم.
لو أنَّها عَرَضَتْ لأشمَط راهبٍ … عَبَد الإِله صرورةٍ متعبِّدِ (١)
أى مُنْقبضٍ عن النِّساء والطِّيب (٢) فلما جاء اللّه تعالى بالإسلام وأوجَبَ إقامةَ الحدود بمكّة وغيرِها سُمِّى الذى لم يحجَّ صَرورةً وصَرُوريًّا، خلافاً لأمر الجاهليَّة.
كأنَّهم جعَلُوا أنَّ تَرْكَه الحجَّ فى الإسلام، كترك المَتأَلِّهِ إتيانَ النِّساء والتَّنّعمَ فى الجاهليَّة».
وهذا الذى ذكرناه فى معنى الصَّرورة يحتمل أنّه من الصِّرار، وهو الخِرقة التى تُشَدُّ على أَطْباء النّاقة لئلا يرضَعَها فصيلها. واللّه أعلم بالصَّواب.
[باب الصاد والعين وما يثلثهما]
",كتاب الصَّاد
صعف,ثلاثي,2133,صعف,,,,"الصاد والعين والفاء ليس بشئ. على أنهم يقولون الصَّعْفَ:
شرابٌ (٣)
.
",كتاب الصَّاد
